Paper_ID,Public_data_id,Disease,Pubmed_id,protocol,methodology,title,author,citation,abstract,doi,Date_Published,Brain_Region,Species,Cell numbers,
AD026,GSE146639,AD,33192286,10x Genomics,Single-nucleus RNA sequencing,Profiling Microglia From Alzheimer’s Disease Donors and Non-demented Elderly in Acute Human Postmortem Cortical Tissue,"Astrid M Alsema 1, Qiong Jiang 1, Laura Kracht 1, Emma Gerrits 1, Marissa L Dubbelaar 1, Anneke Miedema 1, Nieske Brouwer 1, Elly M Hol 2, Jinte Middeldorp 2, Roland van Dijk 2, Maya Woodbury 3, Astrid Wachter 4, Simon Xi 3, Thomas Möller 3, Knut P Biber 4, Susanne M Kooistra 1, Erik W G M Boddeke 1 5, Bart J L Eggen 1","Alsema, A. M., Jiang, Q., Kracht, L., Gerrits, E., Dubbelaar, M. L., Miedema, A., Brouwer, N., Hol, E. M., Middeldorp, J., van Dijk, R., Woodbury, M., Wachter, A., Xi, S., Möller, T., Biber, K. P., Kooistra, S. M., Boddeke, E. W. G. M., & Eggen, B. J. L. (2020). Profiling Microglia From Alzheimer's Disease Donors and Non-demented Elderly in Acute Human Postmortem Cortical Tissue. Frontiers in molecular neuroscience, 13, 134. https://doi.org/10.3389/fnmol.2020.00134","Microglia are the tissue-resident macrophages of the central nervous system (CNS). Recent studies based on bulk and single-cell RNA sequencing in mice indicate high relevance of microglia with respect to risk genes and neuro-inflammation in Alzheimer's disease (AD). Here, we investigated microglia transcriptomes at bulk and single-cell levels in non-demented elderly and AD donors using acute human postmortem cortical brain samples. We identified seven human microglial subpopulations with heterogeneity in gene expression. Notably, gene expression profiles and subcluster composition of microglia did not differ between AD donors and non-demented elderly in bulk RNA sequencing nor in single-cell sequencing.",10.3389/fnmol.2020.00134,10/28/20,Other/combined,Mouse,,
AD027,GSE158234,AD,33097708,10x Genomics,Single-nucleus RNA sequencing,Gene expression and functional deficits underlie TREM2-knockout microglia responses in human models of Alzheimer’s disease,"Amanda McQuade, You Jung Kang, Jonathan Hasselmann, Amit Jairaman, Alexandra Sotelo, Morgan Coburn, Sepideh Kiani Shabestari, Jean Paul Chadarevian, Gianna Fote, Christina H. Tu, Emma Danhash, Jorge Silva, Eric Martinez, Carl Cotman, G. Aleph Prieto, Leslie M. Thompson, Joan S. Steffan, Ian Smith, Hayk Davtyan, Michael Cahalan, Hansang Cho & Mathew Blurton-Jones","McQuade, A., Kang, Y. J., Hasselmann, J., Jairaman, A., Sotelo, A., Coburn, M., Shabestari, S. K., Chadarevian, J. P., Fote, G., Tu, C. H., Danhash, E., Silva, J., Martinez, E., Cotman, C., Prieto, G. A., Thompson, L. M., Steffan, J. S., Smith, I., Davtyan, H., Cahalan, M., … Blurton-Jones, M. (2020). Gene expression and functional deficits underlie TREM2-knockout microglia responses in human models of Alzheimer's disease. Nature communications, 11(1), 5370. https://doi.org/10.1038/s41467-020-19227-5","The discovery of TREM2 as a myeloid-specific Alzheimer's disease (AD) risk gene has accelerated research into the role of microglia in AD. While TREM2 mouse models have provided critical insight, the normal and disease-associated functions of TREM2 in human microglia remain unclear. To examine this question, we profile microglia differentiated from isogenic, CRISPR-modified TREM2-knockout induced pluripotent stem cell (iPSC) lines. By combining transcriptomic and functional analyses with a chimeric AD mouse model, we find that TREM2 deletion reduces microglial survival, impairs phagocytosis of key substrates including APOE, and inhibits SDF-1α/CXCR4-mediated chemotaxis, culminating in an impaired response to beta-amyloid plaques in vivo. Single-cell sequencing of xenotransplanted human microglia further highlights a loss of disease-associated microglial (DAM) responses in human TREM2 knockout microglia that we validate by flow cytometry and immunohistochemistry. Taken together, these studies reveal both conserved and novel aspects of human TREM2 biology that likely play critical roles in the development and progression of AD.",10.1038/s41467-020-19227-5,10/23/20,Cortex,Human,,
AD028,GSE153807,AD,32997994,10x Genomics,Single-nucleus RNA sequencing,Single-Nucleus RNA-Seq Is Not Suitable for Detection of Microglial Activation Genes in Humans,"Nicola Thrupp 1, Carlo Sala Frigerio 2, Leen Wolfs 1, Nathan G Skene 3, Nicola Fattorelli 1, Suresh Poovathingal 1, Yannick Fourne 1, Paul M Matthews 3, Tom Theys 4, Renzo Mancuso 1, Bart de Strooper 5, Mark Fiers 6","Thrupp, N., Sala Frigerio, C., Wolfs, L., Skene, N. G., Fattorelli, N., Poovathingal, S., Fourne, Y., Matthews, P. M., Theys, T., Mancuso, R., de Strooper, B., & Fiers, M. (2020). Single-Nucleus RNA-Seq Is Not Suitable for Detection of Microglial Activation Genes in Humans. Cell reports, 32(13), 108189. https://doi.org/10.1016/j.celrep.2020.108189","Single-nucleus RNA sequencing (snRNA-seq) is used as an alternative to single-cell RNA-seq, as it allows transcriptomic profiling of frozen tissue. However, it is unclear whether snRNA-seq is able to detect cellular state in human tissue. Indeed, snRNA-seq analyses of human brain samples have failed to detect a consistent microglial activation signature in Alzheimer's disease. Our comparison of microglia from single cells and single nuclei of four human subjects reveals that, although most genes show similar relative abundances in cells and nuclei, a small population of genes (∼1%) is depleted in nuclei compared to whole cells. This population is enriched for genes previously implicated in microglial activation, including APOE, CST3, SPP1, and CD74, comprising 18% of previously identified microglial-disease-associated genes. Given the low sensitivity of snRNA-seq to detect many activation genes, we conclude that snRNA-seq is not suited for detecting cellular activation in microglia in human disease.",10.1016/j.celrep.2020.108189,9/29/20,Temporal lobe,Human,,
AD029,GSE152867,AD,32726626,10x Genomics,Single-nucleus RNA sequencing,In Vivo Chimeric Alzheimer’s Disease Modeling of Apolipoprotein E4 Toxicity in Human Neurons,"Ramsey Najm 1, Kelly A Zalocusky 2, Misha Zilberter 3, Seo Yeon Yoon 3, Yanxia Hao 2, Nicole Koutsodendris 1, Maxine Nelson 4, Antara Rao 1, Alice Taubes 4, Emily A Jones 4, Yadong Huang 5","Najm, R., Zalocusky, K. A., Zilberter, M., Yoon, S. Y., Hao, Y., Koutsodendris, N., Nelson, M., Rao, A., Taubes, A., Jones, E. A., & Huang, Y. (2020). In Vivo Chimeric Alzheimer's Disease Modeling of Apolipoprotein E4 Toxicity in Human Neurons. Cell reports, 32(4), 107962. https://doi.org/10.1016/j.celrep.2020.107962","Despite its clear impact on Alzheimer's disease (AD) risk, apolipoprotein (apo) E4's contributions to AD etiology remain poorly understood. Progress in answering this and other questions in AD research has been limited by an inability to model human-specific phenotypes in an in vivo environment. Here we transplant human induced pluripotent stem cell (hiPSC)-derived neurons carrying normal apoE3 or pathogenic apoE4 into human apoE3 or apoE4 knockin mouse hippocampi, enabling us to disentangle the effects of apoE4 produced in human neurons and in the brain environment. Using single-nucleus RNA sequencing (snRNA-seq), we identify key transcriptional changes specific to human neuron subtypes in response to endogenous or exogenous apoE4. We also find that Aβ from transplanted human neurons forms plaque-like aggregates, with differences in localization and interaction with microglia depending on the transplant and host apoE genotype. These findings highlight the power of in vivo chimeric disease modeling for studying AD.",10.1016/j.celrep.2020.107962,7/28/20,Other/combined,Mouse,,
AD030,GSE140511,AD,31932797,10x Genomics,Single-nucleus RNA sequencing,Human and mouse single-nucleus transcriptomics reveal TREM2-dependent and TREM2-independent cellular responses in Alzheimer's disease,"Yingyue Zhou, Wilbur M. Song, Prabhakar S. Andhey, Amanda Swain, Tyler Levy, Kelly R. Miller, Pietro L. Poliani, Manuela Cominelli, Shikha Grover, Susan Gilfillan, Marina Cella, Tyler K. Ulland, Konstantin Zaitsev, Akinori Miyashita, Takeshi Ikeuchi, Makoto Sainouchi, Akiyoshi Kakita, David A. Bennett, Julie A. Schneider, Michael R. Nichols, Sean A. Beausoleil, Jason D. Ulrich, David M. Holtzman, Maxim N. Artyomov & Marco Colonna ","Zhou, Y., Song, W. M., Andhey, P. S., Swain, A., Levy, T., Miller, K. R., Poliani, P. L., Cominelli, M., Grover, S., Gilfillan, S., Cella, M., Ulland, T. K., Zaitsev, K., Miyashita, A., Ikeuchi, T., Sainouchi, M., Kakita, A., Bennett, D. A., Schneider, J. A., Nichols, M. R., … Colonna, M. (2020). Human and mouse single-nucleus transcriptomics reveal TREM2-dependent and TREM2-independent cellular responses in Alzheimer's disease. Nature medicine, 26(1), 131–142. https://doi.org/10.1038/s41591-019-0695-9","Glia have been implicated in Alzheimer's disease (AD) pathogenesis. Variants of the microglia receptor triggering receptor expressed on myeloid cells 2 (TREM2) increase AD risk, and activation of disease-associated microglia (DAM) is dependent on TREM2 in mouse models of AD. We surveyed gene-expression changes associated with AD pathology and TREM2 in 5XFAD mice and in human AD by single-nucleus RNA sequencing. We confirmed the presence of Trem2-dependent DAM and identified a previously undiscovered Serpina3n+C4b+ reactive oligodendrocyte population in mice. Interestingly, remarkably different glial phenotypes were evident in human AD. Microglia signature was reminiscent of IRF8-driven reactive microglia in peripheral-nerve injury. Oligodendrocyte signatures suggested impaired axonal myelination and metabolic adaptation to neuronal degeneration. Astrocyte profiles indicated weakened metabolic coordination with neurons. Notably, the reactive phenotype of microglia was less evident in TREM2-R47H and TREM2-R62H carriers than in non-carriers, demonstrating a TREM2 requirement in both mouse and human AD, despite the marked species-specific differences.",10.1038/s41591-019-0695-9,1/1/20,Prefrontal cortex,Mouse,,
AD031,GSE142267,AD,31951107,10x Genomics,Single-nucleus RNA sequencing,Novel Alzheimer risk genes determine the microglia response to amyloid‐β but not to TAU pathology,"Annerieke Sierksma # 1 2, Ashley Lu # 1 2, Renzo Mancuso 1 2, Nicola Fattorelli 1 2, Nicola Thrupp 1 2, Evgenia Salta 1 2, Jesus Zoco 1 2, David Blum 3, Luc Buée 3, Bart De Strooper # 1 2 4, Mark Fiers # 1 2","Sierksma, A., Lu, A., Mancuso, R., Fattorelli, N., Thrupp, N., Salta, E., Zoco, J., Blum, D., Buée, L., De Strooper, B., & Fiers, M. (2020). Novel Alzheimer risk genes determine the microglia response to amyloid-β but not to TAU pathology. EMBO molecular medicine, 12(3), e10606. https://doi.org/10.15252/emmm.201910606","Polygenic risk scores have identified that genetic variants without genome-wide significance still add to the genetic risk of developing Alzheimer's disease (AD). Whether and how subthreshold risk loci translate into relevant disease pathways is unknown. We investigate here the involvement of AD risk variants in the transcriptional responses of two mouse models: APPswe/PS1L166P and Thy-TAU22. A unique gene expression module, highly enriched for AD risk genes, is specifically responsive to Aβ but not TAU pathology. We identify in this module 7 established AD risk genes (APOE, CLU, INPP5D, CD33, PLCG2, SPI1, and FCER1G) and 11 AD GWAS genes below the genome-wide significance threshold (GPC2, TREML2, SYK, GRN, SLC2A5, SAMSN1, PYDC1, HEXB, RRBP1, LYN, and BLNK), that become significantly upregulated when exposed to Aβ. Single microglia sequencing confirms that Aβ, not TAU, pathology induces marked transcriptional changes in microglia, including increased proportions of activated microglia. We conclude that genetic risk of AD functionally translates into different microglia pathway responses to Aβ pathology, placing AD genetic risk downstream of the amyloid pathway but upstream of TAU pathology.",10.15252/emmm.201910606,3/6/20,Hippocampus,Mouse,,
AD031,GSE110741,AD,31951107,10x Genomics,Single-nucleus RNA sequencing,Novel Alzheimer risk genes determine the microglia response to amyloid‐β but not to TAU pathology,"Annerieke Sierksma # 1 2, Ashley Lu # 1 2, Renzo Mancuso 1 2, Nicola Fattorelli 1 2, Nicola Thrupp 1 2, Evgenia Salta 1 2, Jesus Zoco 1 2, David Blum 3, Luc Buée 3, Bart De Strooper # 1 2 4, Mark Fiers # 1 2","Sierksma, A., Lu, A., Mancuso, R., Fattorelli, N., Thrupp, N., Salta, E., Zoco, J., Blum, D., Buée, L., De Strooper, B., & Fiers, M. (2020). Novel Alzheimer risk genes determine the microglia response to amyloid-β but not to TAU pathology. EMBO molecular medicine, 12(3), e10606. https://doi.org/10.15252/emmm.201910606","Polygenic risk scores have identified that genetic variants without genome-wide significance still add to the genetic risk of developing Alzheimer's disease (AD). Whether and how subthreshold risk loci translate into relevant disease pathways is unknown. We investigate here the involvement of AD risk variants in the transcriptional responses of two mouse models: APPswe/PS1L166P and Thy-TAU22. A unique gene expression module, highly enriched for AD risk genes, is specifically responsive to Aβ but not TAU pathology. We identify in this module 7 established AD risk genes (APOE, CLU, INPP5D, CD33, PLCG2, SPI1, and FCER1G) and 11 AD GWAS genes below the genome-wide significance threshold (GPC2, TREML2, SYK, GRN, SLC2A5, SAMSN1, PYDC1, HEXB, RRBP1, LYN, and BLNK), that become significantly upregulated when exposed to Aβ. Single microglia sequencing confirms that Aβ, not TAU, pathology induces marked transcriptional changes in microglia, including increased proportions of activated microglia. We conclude that genetic risk of AD functionally translates into different microglia pathway responses to Aβ pathology, placing AD genetic risk downstream of the amyloid pathway but upstream of TAU pathology.",10.15252/emmm.201910606,3/6/20,Hippocampus,Mouse,,
AD032,GSE174367,AD,34239132,10x Genomics,Single-nucleus RNA sequencing,Single-nucleus chromatin accessibility and transcriptomic characterization of Alzheimer’s disease,"Samuel Morabito, Emily Miyoshi, Neethu Michael, Saba Shahin, Alessandra Cadete Martini, Elizabeth Head, Justine Silva, Kelsey Leavy, Mari Perez-Rosendahl & Vivek Swarup ","Morabito, S., Miyoshi, E., Michael, N., Shahin, S., Martini, A. C., Head, E., Silva, J., Leavy, K., Perez-Rosendahl, M., & Swarup, V. (2021). Single-nucleus chromatin accessibility and transcriptomic characterization of Alzheimer's disease. Nature genetics, 53(8), 1143–1155. https://doi.org/10.1038/s41588-021-00894-z","The gene-regulatory landscape of the brain is highly dynamic in health and disease, coordinating a menagerie of biological processes across distinct cell types. Here, we present a multi-omic single-nucleus study of 191,890 nuclei in late-stage Alzheimer's disease (AD), accessible through our web portal, profiling chromatin accessibility and gene expression in the same biological samples and uncovering vast cellular heterogeneity. We identified cell-type-specific, disease-associated candidate cis-regulatory elements and their candidate target genes, including an oligodendrocyte-associated regulatory module containing links to APOE and CLU. We describe cis-regulatory relationships in specific cell types at a subset of AD risk loci defined by genome-wide association studies, demonstrating the utility of this multi-omic single-nucleus approach. Trajectory analysis of glial populations identified disease-relevant transcription factors, such as SREBF1, and their regulatory targets. Finally, we introduce single-nucleus consensus weighted gene coexpression analysis, a coexpression network analysis strategy robust to sparse single-cell data, and perform a systems-level analysis of the AD transcriptome.",10.1038/s41588-021-00894-z,8/1/21,Prefrontal cortex,Human,,
AD033,GSE157985,AD,34156424,10x Genomics,Single-nucleus RNA sequencing,GSAP regulates lipid homeostasis and mitochondrial function associated with Alzheimer's disease,"Peng Xu # 1, Jerry C Chang # 1 2, Xiaopu Zhou 3 4 5, Wei Wang 1, Michael Bamkole 1, Eitan Wong 2, Karima Bettayeb 1, Lu-Lin Jiang 6, Timothy Huang 6, Wenjie Luo 7, Huaxi Xu 6, Angus C Nairn 8, Marc Flajolet 1, Nancy Y Ip 3 4 5, Yue-Ming Li 2 9, Paul Greengard 1","Xu, P., Chang, J. C., Zhou, X., Wang, W., Bamkole, M., Wong, E., Bettayeb, K., Jiang, L. L., Huang, T., Luo, W., Xu, H., Nairn, A. C., Flajolet, M., Ip, N. Y., Li, Y. M., & Greengard, P. (2021). GSAP regulates lipid homeostasis and mitochondrial function associated with Alzheimer's disease. The Journal of experimental medicine, 218(8), e20202446. https://doi.org/10.1084/jem.20202446","Biochemical, pathogenic, and human genetic data confirm that GSAP (γ-secretase activating protein), a selective γ-secretase modulatory protein, plays important roles in Alzheimer's disease (AD) and Down's syndrome. However, the molecular mechanism(s) underlying GSAP-dependent pathogenesis remains largely elusive. Here, through unbiased proteomics and single-nuclei RNAseq, we identified that GSAP regulates multiple biological pathways, including protein phosphorylation, trafficking, lipid metabolism, and mitochondrial function. We demonstrated that GSAP physically interacts with the Fe65-APP complex to regulate APP trafficking/partitioning. GSAP is enriched in the mitochondria-associated membrane (MAM) and regulates lipid homeostasis through the amyloidogenic processing of APP. GSAP deletion generates a lipid environment unfavorable for AD pathogenesis, leading to improved mitochondrial function and the rescue of cognitive deficits in an AD mouse model. Finally, we identified a novel GSAP single-nucleotide polymorphism that regulates its brain transcript level and is associated with an increased AD risk. Together, our findings indicate that GSAP impairs mitochondrial function through its MAM localization and that lowering GSAP expression reduces pathological effects associated with AD.",10.1084/jem.20202446,8/2/21,Hippocampus,Mouse,,
AD034,GSE160523,AD,33859405,10x Genomics,Single-nucleus RNA sequencing,Microglia use TAM receptors to detect and engulf amyloid beta plaques,"Youtong Huang, Kaisa E. Happonen, Patrick G. Burrola, Carolyn O’Connor, Nasun Hah, Ling Huang, Axel Nimmerjahn & Greg Lemke","Huang, Y., Happonen, K. E., Burrola, P. G., O'Connor, C., Hah, N., Huang, L., Nimmerjahn, A., & Lemke, G. (2021). Microglia use TAM receptors to detect and engulf amyloid β plaques. Nature immunology, 22(5), 586–594. https://doi.org/10.1038/s41590-021-00913-5","Two microglial TAM receptor tyrosine kinases, Axl and Mer, have been linked to Alzheimer's disease, but their roles in disease have not been tested experimentally. We find that in Alzheimer's disease and its mouse models, induced expression of Axl and Mer in amyloid plaque-associated microglia was coupled to induced plaque decoration by the TAM ligand Gas6 and its co-ligand phosphatidylserine. In the APP/PS1 mouse model of Alzheimer's disease, genetic ablation of Axl and Mer resulted in microglia that were unable to normally detect, respond to, organize or phagocytose amyloid-β plaques. These major deficits notwithstanding, TAM-deficient APP/PS1 mice developed fewer dense-core plaques than APP/PS1 mice with normal microglia. Our findings reveal that the TAM system is an essential mediator of microglial recognition and engulfment of amyloid plaques and that TAM-driven microglial phagocytosis does not inhibit, but rather promotes, dense-core plaque development.",10.1038/s41590-021-00913-5,5/1/21,Cortex,Mouse,,
AD035,syn26223298,AD,39402379,10x Genomics,Single-nucleus RNA sequencing,Integrated multimodal cell atlas of Alzheimer's disease,"Ding, Joseph T. Mahoney, Nick Dee, Jeff Goldy, Erica J. Melief, Anamika Agrawal, Omar Kana, Xingjian Zhen, Samuel T. Barlow, Krissy Brouner, Jazmin Campos, John Campos, Ambrose J. Carr, Tamara Casper, Rushil Chakrabarty, Michael Clark, Jonah Cool, Rachel Dalley, Martin Darvas, Song-Lin Ding, Tim Dolbeare, Tom Egdorf, Luke Esposito, Rebecca Ferrer, Lynn E. Fleckenstein, Rohan Gala, Amanda Gary, Emily Gelfand, Jessica Gloe, Nathan Guilford, Junitta Guzman, Daniel Hirschstein, Windy Ho, Madison Hupp, Tim Jarsky, Nelson Johansen, Brian E. Kalmbach, Lisa M. Keene, Sarah Khawand, Mitchell D. Kilgore, Amanda Kirkland, Michael Kunst, Brian R. Lee, Mckaila Leytze, Christine L. Mac Donald, Jocelin Malone, Zoe Maltzer, Naomi Martin, Rachel McCue, Delissa McMillen, Gonzalo Mena, Emma Meyerdierks, Kelly P. Meyers, Tyler Mollenkopf, Mark Montine, Amber L. Nolan, Julie K. Nyhus, Paul A. Olsen, Maiya Pacleb, Chelsea M. Pagan, Nicholas Peña, Trangthanh Pham, Christina Alice Pom, Nadia Postupna, Christine Rimorin, Augustin Ruiz, Giuseppe A. Saldi, Aimee M. Schantz, Nadiya V. Shapovalova, Staci A. Sorensen, Brian Staats, Matt Sullivan, Susan M. Sunkin, Carol Thompson, Michael Tieu, Jonathan T. Ting, Amy Torkelson, Tracy Tran, Nasmil J. Valera Cuevas, Sarah Walling-Bell, Ming-Qiang Wang, Jack Waters, Angela M. Wilson, Ming Xiao, David Haynor, Nicole M. Gatto, Suman Jayadev, Shoaib Mufti, Lydia Ng, Shubhabrata Mukherjee, Paul K. Crane, Caitlin S. Latimer, Boaz P. Levi, Kimberly A. Smith, Jennie L. Close, Jeremy A. Miller, Rebecca D. Hodge, Eric B. Larson, Thomas J. Grabowski, Michael Hawrylycz, C. Dirk Keene & Ed S. Lein","Gabitto, M. I., Travaglini, K. J., Rachleff, V. M., Kaplan, E. S., Long, B., Ariza, J., Ding, Y., Mahoney, J. T., Dee, N., Goldy, J., Melief, E. J., Agrawal, A., Kana, O., Zhen, X., Barlow, S. T., Brouner, K., Campos, J., Campos, J., Carr, A. J., Casper, T., … Lein, E. S. (2024). Integrated multimodal cell atlas of Alzheimer's disease. Nature neuroscience, 27(12), 2366–2383. https://doi.org/10.1038/s41593-024-01774-5","Alzheimer's disease (AD) is the leading cause of dementia in older adults. Although AD progression is characterized by stereotyped accumulation of proteinopathies, the affected cellular populations remain understudied. Here we use multiomics, spatial genomics and reference atlases from the BRAIN Initiative to study middle temporal gyrus cell types in 84 donors with varying AD pathologies. This cohort includes 33 male donors and 51 female donors, with an average age at time of death of 88 years. We used quantitative neuropathology to place donors along a disease pseudoprogression score. Pseudoprogression analysis revealed two disease phases: an early phase with a slow increase in pathology, presence of inflammatory microglia, reactive astrocytes, loss of somatostatin+ inhibitory neurons, and a remyelination response by oligodendrocyte precursor cells; and a later phase with exponential increase in pathology, loss of excitatory neurons and Pvalb+ and Vip+ inhibitory neuron subtypes. These findings were replicated in other major AD studies.",10.1038/s41593-024-01774-5,12/1/24,"Middle temporal gyrus, Dorsolateral Prefrontal Cortex
",Human,,
AD036,GSE173731,AD,35373464,10x Genomics,Single-nucleus RNA sequencing,Single-cell dissection of the human cerebrovasculature in health and disease,"Jessica Giehrl-Schwab # 1 2, Florian Giesert # 1 2, Benedict Rauser 1 2, Chu Lan Lao 3 4, Sina Hembach 1 2, Sandrine Lefort 5, Ignacio L Ibarra 6, Christina Koupourtidou 3 7, Malte Daniel Luecken 6, Dong-Jiunn Jeffery Truong 1 2, Judith Fischer-Sternjak 3 4, Giacomo Masserdotti 3 4, Nilima Prakash 8, Jovica Ninkovic 3 7, Sabine M Hölter 1 9, Daniela M Vogt Weisenhorn 1 2, Fabian J Theis 6 10, Magdalena Götz 3 4 11, Wolfgang Wurst 1 2 11 12","Giehrl-Schwab, J., Giesert, F., Rauser, B., Lao, C. L., Hembach, S., Lefort, S., Ibarra, I. L., Koupourtidou, C., Luecken, M. D., Truong, D. J., Fischer-Sternjak, J., Masserdotti, G., Prakash, N., Ninkovic, J., Hölter, S. M., Vogt Weisenhorn, D. M., Theis, F. J., Götz, M., & Wurst, W. (2022). Parkinson's disease motor symptoms rescue by CRISPRa-reprogramming astrocytes into GABAergic neurons. EMBO molecular medicine, 14(5), e14797. https://doi.org/10.15252/emmm.202114797","Direct reprogramming based on genetic factors resembles a promising strategy to replace lost cells in degenerative diseases such as Parkinson's disease. For this, we developed a knock-in mouse line carrying a dual dCas9 transactivator system (dCAM) allowing the conditional in vivo activation of endogenous genes. To enable a translational application, we additionally established an AAV-based strategy carrying intein-split-dCas9 in combination with activators (AAV-dCAS). Both approaches were successful in reprogramming striatal astrocytes into induced GABAergic neurons confirmed by single-cell transcriptome analysis of reprogrammed neurons in vivo. These GABAergic neurons functionally integrate into striatal circuits, alleviating voluntary motor behavior aspects in a 6-OHDA Parkinson's disease model. Our results suggest a novel intervention strategy beyond the restoration of dopamine levels. Thus, the AAV-dCAS approach might enable an alternative route for clinical therapies of Parkinson's disease.",10.1038/s41586-022-04521-7,5/9/22,Temporal lobe,Human,,
AD037,GSE202297,AD,35760863,10x Genomics,Single-nucleus RNA sequencing,A shared disease-associated oligodendrocyte signature among multiple CNS pathologies,"Mor Kenigsbuch, Pierre Bost, Shahar Halevi, Yuzhou Chang, Shuo Chen, Qin Ma, Renana Hajbi, Benno Schwikowski, Bernd Bodenmiller, Hongjun Fu, Michal Schwartz & Ido Amit ","Kenigsbuch, M., Bost, P., Halevi, S., Chang, Y., Chen, S., Ma, Q., Hajbi, R., Schwikowski, B., Bodenmiller, B., Fu, H., Schwartz, M., & Amit, I. (2022). A shared disease-associated oligodendrocyte signature among multiple CNS pathologies. Nature neuroscience, 25(7), 876–886. https://doi.org/10.1038/s41593-022-01104-7","Alzheimer's disease (AD) is a complex neurodegenerative disease, perturbing neuronal and non-neuronal cell populations. In this study, using single-cell transcriptomics, we mapped all non-immune, non-neuronal cell populations in wild-type and AD model (5xFAD) mouse brains. We identified an oligodendrocyte state that increased in association with brain pathology, which we termed disease-associated oligodendrocytes (DOLs). In a murine model of amyloidosis, DOLs appear long after plaque accumulation, and amyloid-beta (Aβ) alone was not sufficient to induce the DOL signature in vitro. DOLs could be identified in a mouse model of tauopathy and in other murine neurodegenerative and autoimmune inflammatory conditions, suggesting a common response to severe pathological conditions. Using quantitative spatial analysis of mouse and postmortem human brain tissues, we found that oligodendrocytes expressing a key DOL marker (SERPINA3N/SERPINA3 accordingly) are present in the cortex in areas of brain damage and are enriched near Aβ plaques. In postmortem human brain tissue, the expression level of this marker correlated with cognitive decline. Altogether, this study uncovers a shared signature of oligodendrocytes in central nervous system pathologies.",10.1038/s41593-022-01104-7,7/1/22,Whole brain,Mouse,,
AD038,GSE208683,AD,37258678,10x Genomics,Single-nucleus RNA sequencing,Myelin dysfunction drives amyloid-β deposition in models of Alzheimer's disease,"Constanze Depp, Ting Sun, Andrew Octavian Sasmita, Lena Spieth, Stefan A. Berghoff, Taisiia Nazarenko, Katharina Overhoff, Agnes A. Steixner-Kumar, Swati Subramanian, Sahab Arinrad, Torben Ruhwedel, Wiebke Möbius, Sandra Göbbels, Gesine Saher, Hauke B. Werner, Alkmini Damkou, Silvia Zampar, Oliver Wirths, Maik Thalmann, Mikael Simons, Takashi Saito, Takaomi Saido, Dilja Krueger-Burg, Riki Kawaguchi, Michael Willem, Christian Haass, Daniel Geschwind, Hannelore Ehrenreich, Ruth Stassart & Klaus-Armin Nave","Depp, C., Sun, T., Sasmita, A. O., Spieth, L., Berghoff, S. A., Nazarenko, T., Overhoff, K., Steixner-Kumar, A. A., Subramanian, S., Arinrad, S., Ruhwedel, T., Möbius, W., Göbbels, S., Saher, G., Werner, H. B., Damkou, A., Zampar, S., Wirths, O., Thalmann, M., Simons, M., … Nave, K. A. (2023). Myelin dysfunction drives amyloid-β deposition in models of Alzheimer's disease. Nature, 618(7964), 349–357. https://doi.org/10.1038/s41586-023-06120-6","The incidence of Alzheimer's disease (AD), the leading cause of dementia, increases rapidly with age, but why age constitutes the main risk factor is still poorly understood. Brain ageing affects oligodendrocytes and the structural integrity of myelin sheaths1, the latter of which is associated with secondary neuroinflammation2,3. As oligodendrocytes support axonal energy metabolism and neuronal health4-7, we hypothesized that loss of myelin integrity could be an upstream risk factor for neuronal amyloid-β (Aβ) deposition, the central neuropathological hallmark of AD. Here we identify genetic pathways of myelin dysfunction and demyelinating injuries as potent drivers of amyloid deposition in mouse models of AD. Mechanistically, myelin dysfunction causes the accumulation of the Aβ-producing machinery within axonal swellings and increases the cleavage of cortical amyloid precursor protein. Suprisingly, AD mice with dysfunctional myelin lack plaque-corralling microglia despite an overall increase in their numbers. Bulk and single-cell transcriptomics of AD mouse models with myelin defects show that there is a concomitant induction of highly similar but distinct disease-associated microglia signatures specific to myelin damage and amyloid plaques, respectively. Despite successful induction, amyloid disease-associated microglia (DAM) that usually clear amyloid plaques are apparently distracted to nearby myelin damage. Our data suggest a working model whereby age-dependent structural defects of myelin promote Aβ plaque formation directly and indirectly and are therefore an upstream AD risk factor. Improving oligodendrocyte health and myelin integrity could be a promising target to delay development and slow progression of AD.",10.1038/s41586-023-06120-6,6/1/23,Cortex,Mouse,,
