Paper_id,Dataset_id,Public_dataset_id,slide_id,Pubmed_id,Disease,Status,Control,Species,Brain_region,Sex,Stage,Age,N_cells,Methodology,model,
ST003,ST003025,,ad_rep1,33083725,AD,Disease,"ST003043,ST003044,ST003045,ST003046,ST003047,ST003048",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xAD,
ST003,ST003026,,ad_rep2,33083725,AD,Disease,"ST003043,ST003044,ST003045,ST003046,ST003047,ST003048",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xAD,
ST003,ST003027,,ad_rep3,33083725,AD,Disease,"ST003043,ST003044,ST003045,ST003046,ST003047,ST003048",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xAD,
ST003,ST003028,,ad_rep4,33083725,AD,Disease,"ST003043,ST003044,ST003045,ST003046,ST003047,ST003048",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xAD,
ST003,ST003029,,ad_rep7,33083725,AD,Disease,"ST003043,ST003044,ST003045,ST003046,ST003047,ST003048",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xAD,
ST003,ST003030,,ad_rep8,33083725,AD,Disease,"ST003043,ST003044,ST003045,ST003046,ST003047,ST003048",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xAD,
ST003,ST003031,,adpolb_rep1,33083725,AD,Disease,"ST003037,ST003038,ST003039,ST003040,ST003041,ST003042",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003032,,adpolb_rep2,33083725,AD,Disease,"ST003037,ST003038,ST003039,ST003040,ST003041,ST003042",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003033,,adpolb_rep3,33083725,AD,Disease,"ST003037,ST003038,ST003039,ST003040,ST003041,ST003042",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003034,,adpolb_rep4,33083725,AD,Disease,"ST003037,ST003038,ST003039,ST003040,ST003041,ST003042",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003035,,adpolb_rep5,33083725,AD,Disease,"ST003037,ST003038,ST003039,ST003040,ST003041,ST003042",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003036,,adpolb_rep6,33083725,AD,Disease,"ST003037,ST003038,ST003039,ST003040,ST003041,ST003042",Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003037,,polb_rep1,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003038,,polb_rep2,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003039,,polb_rep3,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003040,,polb_rep4,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003041,,polb_rep8,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003042,,polb_rep9,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,3xPB,
ST003,ST003043,,wt_rep1,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,WT,
ST003,ST003044,,wt_rep2,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,WT,
ST003,ST003045,,wt_rep3,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,WT,
ST003,ST003046,,wt_rep4,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,WT,
ST003,ST003047,,wt_rep7,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,WT,
ST003,ST003048,,wt_rep8,33083725,AD,Healthy,NA,Mouse,hippocampus,Male,early phase of the disease,11-16mo,,No data available,WT,
ST004,ST004001,GSM4067523,CN24_E1,31501547,AD,Healthy,NA,Mouse,Main olfactory bulb,No data available,No data available,12wk,,High-Definition Spatial Transcriptomics (HDST),C57BL/6J,
ST004,ST004002,GSM4067524,CN13_D2,31501547,AD,Healthy,NA,Mouse,Main olfactory bulb,No data available,No data available,12wk,,High-Definition Spatial Transcriptomics (HDST),C57BL/6J,
ST004,ST004003,GSM4067525,CN24_D1,31501547,AD,Healthy,NA,Mouse,Main olfactory bulb,No data available,No data available,12wk,,High-Definition Spatial Transcriptomics (HDST),C57BL/6J,
ST005,ST005001,,Cerebellum_Puck_180819_11,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005002,,Cerebellum_Puck_180819_12,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005003,,Cortical_injury_2wk_Puck_180819_6,30923225,AD,Disease,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005004,,Cortical_injury_3day_Puck_180819_19,30923225,AD,Disease,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005005,,Puck_180413_7,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005006,,Puck_180430_1,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005007,,Puck_180430_5,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005008,,Puck_180430_6,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005009,,Puck_180528_20,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005010,,Puck_180528_22,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005011,,Puck_180821_3-BeadMapping_10-18_1709,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005012,,Puck_180821_3-BeadMapping_10-19_0840,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005013,,Puck_180821_3-BeadMappingBeforeCroppingOutHC_10-18_1708,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005014,,Puck_180821_3-BeadMappingBeforeCroppingOutHC_10-19_0839,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005015,,Puck_180821_8,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005016,,Puck_180821_8-BeadMapping_10-25_1447,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005017,,Puck_180821_9,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005018,,Puck_180528_23,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005019,,Puck_180531_13,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005020,,Puck_180531_16,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005021,,Puck_180531_17,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005022,,Puck_180531_18,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005023,,Puck_180531_19,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005024,,Puck_180531_22,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005025,,Puck_180531_23,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005026,,Puck_180602_15,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005027,,Puck_180602_16,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005028,,Puck_180602_17,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005029,,Puck_180602_18,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005030,,Puck_180602_20,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005031,,Puck_180602_21,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005032,,Puck_180602_22,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005033,,Puck_180602_23,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005034,,Puck_180602_24,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005035,,Puck_180611_10,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005036,,Puck_180611_11,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005037,,Puck_180611_12,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005038,,Puck_180611_13,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005039,,Puck_180611_14,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005040,,Puck_180611_16,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005041,,Puck_180611_1,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005042,,Puck_180611_2,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005043,,Puck_180611_3,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005044,,Puck_180611_4,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005045,,Puck_180611_5,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005046,,Puck_180611_6,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005047,,Puck_180611_7,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005048,,Puck_180611_8,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005049,,Puck_180611_9,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005050,,Puck_180615_10,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005051,,Puck_180615_11,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005052,,Puck_180615_12,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005053,,Puck_180615_14,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005054,,Puck_180615_16,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005055,,Puck_180615_17,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005056,,Puck_180615_18,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005057,,Puck_180615_1,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005058,,Puck_180615_20,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005059,,Puck_180615_21,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005060,,Puck_180615_22,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005061,,Puck_180615_3,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005062,,Puck_180615_4,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005063,,Puck_180615_5,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005064,,Puck_180615_6,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005065,,Puck_180615_7,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005066,,Puck_180615_8,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005067,,Puck_180618_12,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005068,,Puck_180618_13,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005069,,Puck_180618_14,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005070,,Puck_180618_15,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005071,,Puck_180618_16,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005072,,Puck_180618_18,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
ST005,ST005073,,Puck_180618_20,30923225,AD,Healthy,NA,Mouse,"hippocampus, cerebellum, and olfactory bulb",No data available,No data available,No data available,,Slide-seq,No data available,
